Date,Price,Open,High,Low,Vol.,Change %
11/11/2020,70.27,71.16,71.16,69.38,787.65K,1.15%
11/10/2020,69.47,67.61,70.27,67.61,774.78K,4.00%
11/09/2020,66.8,67.52,67.61,66.36,662.29K,0.00%
11/06/2020,66.8,66.27,68.41,66,1.05M,0.80%
11/05/2020,66.27,66.72,66.72,65.83,561.86K,0.00%
11/04/2020,66.27,65.38,66.72,65.2,119.33K,1.36%
11/03/2020,65.38,64.94,65.74,64.85,494.07K,0.68%
11/02/2020,64.94,64.94,66,64.76,470.75K,-1.74%
10/29/2020,66.09,64.94,66.54,64.76,71.88K,1.77%
10/28/2020,64.94,65.38,66.18,64.49,850.83K,-1.08%
10/27/2020,65.65,66,66.09,65.38,719.13K,-0.14%
10/26/2020,65.74,64.94,66.09,64.94,389.72K,-0.80%
10/23/2020,66.27,67.34,67.52,66.18,861.43K,0.00%
10/22/2020,66.27,64.94,68.05,64.94,446.26K,0.94%
10/21/2020,65.65,68.05,68.85,64.94,737.69K,-3.78%
10/20/2020,68.23,68.85,68.85,68.05,476.01K,-0.90%
10/19/2020,68.85,69.92,69.92,68.49,394.10K,0.13%
10/16/2020,68.76,68.58,70.36,67.61,486.70K,-0.26%
10/15/2020,68.94,70.27,70.27,67.78,128.70K,-0.13%
10/14/2020,69.03,66.27,70.72,66.09,655.91K,4.16%
10/13/2020,66.27,66.72,67.61,66.09,1.14M,-1.06%
10/12/2020,66.98,68.49,68.76,66.63,464.27K,-2.20%
10/09/2020,68.49,68.05,69.56,68.05,668.07K,1.71%
10/08/2020,67.34,66.36,68.76,66.36,291.15K,1.75%
10/07/2020,66.18,65.92,68.05,65.83,1.70M,0.00%
10/06/2020,66.18,65.83,69.38,62.45,1.63M,-0.41%
10/05/2020,66.45,68.05,68.85,65.03,2.12M,-5.68%
10/02/2020,70.45,71.16,71.16,70.27,886.32K,-0.87%
09/30/2020,71.07,70.72,71.16,69.74,598.86K,-0.13%
09/29/2020,71.16,72.05,72.05,70.72,1.84M,-1.11%
09/28/2020,71.96,72.05,72.5,71.61,323.67K,-0.12%
09/25/2020,72.05,72.05,72.85,71.61,430.99K,0.36%
09/24/2020,71.79,72.05,72.94,71.61,2.33M,-0.24%
09/23/2020,71.96,72.5,72.94,71.61,399.18K,0.00%
09/22/2020,71.96,73.83,73.83,71.16,851.43K,-1.47%
09/21/2020,73.03,74.28,74.28,72.5,1.07M,-0.84%
09/18/2020,73.65,73.74,74.54,73.48,2.65M,0.48%
09/17/2020,73.3,70.36,73.74,70.27,2.43M,4.31%
09/16/2020,70.27,70.27,71.7,69.83,807.36K,0.50%
09/15/2020,69.92,70.72,70.72,69.74,1.29M,-0.88%
09/14/2020,70.54,71.16,71.61,70.36,917.22K,-0.25%
09/11/2020,70.72,70.27,71.16,70.27,262.10K,0.64%
09/10/2020,70.27,71.07,71.16,70.27,1.60M,0.00%
09/09/2020,70.27,70.27,72.5,70.18,601.55K,1.80%
09/08/2020,69.03,68.94,69.38,68.58,310.80K,-0.50%
09/07/2020,69.38,69.92,70.18,68.67,442.40K,-0.77%
09/04/2020,69.92,70.81,70.81,69.74,720.38K,-1.26%
09/03/2020,70.81,71.16,71.16,70.72,340.24K,-0.49%
09/02/2020,71.16,72.05,72.05,70.9,1.03M,-1.11%
08/31/2020,71.96,72.85,72.85,71.88,771.76K,-0.74%
08/28/2020,72.5,71.25,72.94,71.25,716.20K,1.75%
08/27/2020,71.25,73.12,73.12,71.07,7.32M,-1.85%
08/26/2020,72.59,73.39,73.39,72.23,363.44K,-0.72%
08/25/2020,73.12,74.37,74.37,72.76,1.01M,-1.68%
08/24/2020,74.37,73.92,75.61,73.83,784.84K,0.61%
08/21/2020,73.92,73.83,74.19,73.65,506.98K,0.12%
08/20/2020,73.83,73.83,74.28,73.12,2.18M,-0.12%
08/19/2020,73.92,73.39,74.28,72.94,601.86K,0.72%
08/18/2020,73.39,73.39,73.83,72.94,5.27M,0.62%
08/17/2020,72.94,73.39,73.74,71.88,3.24M,-0.61%
08/14/2020,73.39,74.72,74.72,73.3,1.94M,-1.08%
08/13/2020,74.19,72.5,74.63,71.88,4.10M,2.97%
08/12/2020,72.05,69.38,72.23,69.38,4.05M,5.74%
08/11/2020,68.14,67.78,69.12,67.61,3.67M,0.53%
08/10/2020,67.78,68.85,68.85,67.43,2.48M,-0.92%
08/07/2020,68.41,69.83,70.27,67.87,3.13M,-0.12%
08/06/2020,68.49,68.32,69.03,67.87,1.53M,0.00%
08/05/2020,68.49,68.49,68.94,68.14,768.10K,0.25%
08/04/2020,68.32,67.61,68.49,67.61,541.58K,2.40%
07/31/2020,66.72,65.38,66.8,64.94,478.88K,3.60%
07/30/2020,64.4,65.38,65.38,64.05,1.33M,-1.50%
07/29/2020,65.38,65.83,65.83,65.29,385.26K,-0.68%
07/28/2020,65.83,66.72,66.72,65.65,1.28M,-1.07%
07/27/2020,66.54,66.72,66.72,66.27,1.63M,0.41%
07/24/2020,66.27,66.36,66.72,66,312.44K,0.14%
07/23/2020,66.18,66.36,66.45,66.09,323.33K,-0.14%
07/22/2020,66.27,66.54,66.72,66.09,173.97K,-0.27%
07/21/2020,66.45,66.72,66.72,66,353.17K,-0.27%
07/20/2020,66.63,66.54,67.07,66.54,974.35K,1.22%
07/17/2020,65.83,65.83,66.72,65.74,2.43M,0.00%
07/16/2020,65.83,64.94,66.27,64.94,426.70K,1.94%
07/15/2020,64.58,64.94,65.38,63.16,626.61K,-0.69%
07/14/2020,65.03,62.27,65.29,62.27,4.99M,3.26%
07/13/2020,62.98,62.27,65.03,58.71,1.89M,-4.20%
07/10/2020,65.74,67.61,67.61,63.16,3.29M,-3.52%
07/09/2020,68.14,68.14,68.94,68.05,1.07M,0.00%
07/08/2020,68.14,68.05,68.49,67.87,1.02M,0.13%
07/07/2020,68.05,68.05,68.76,67.78,6.91M,0.92%
07/06/2020,67.43,68.05,68.05,66.27,1.18M,-0.91%
07/03/2020,68.05,69.3,69.3,67.69,8.12M,-0.77%
07/02/2020,68.58,69.38,69.38,67.61,1.34M,-1.15%
07/01/2020,69.38,70.27,70.36,69.3,930.30K,-1.03%
06/30/2020,70.1,71.07,71.07,69.21,5.37M,2.35%
06/29/2020,68.49,68.58,69.03,68.05,1.59M,0.38%
06/26/2020,68.23,68.05,68.76,67.25,3.23M,2.08%
06/25/2020,66.84,66.41,67.36,66.41,2.56M,1.18%
06/24/2020,66.06,66.06,66.49,65.19,2.14M,0.14%
06/23/2020,65.97,65.02,66.84,64.84,2.57M,2.42%
06/22/2020,64.41,61.71,64.84,61.71,2.41M,4.38%
06/19/2020,61.71,60.67,62.06,60.67,3.28M,1.71%
06/18/2020,60.67,60.84,61.71,60.5,4.81M,-0.15%
06/17/2020,60.76,59.98,61.28,59.98,3.96M,1.61%
06/16/2020,59.8,59.8,60.06,59.11,479.16K,1.17%
06/15/2020,59.11,60.06,60.84,58.93,549.23K,-1.15%
06/12/2020,59.8,58.41,60.41,57.89,1.95M,2.08%
06/11/2020,58.58,57.8,59.02,57.63,2.92M,2.90%
06/10/2020,56.93,57.54,58.15,56.5,3.27M,0.46%
06/09/2020,56.67,55.63,58.15,55.63,4.37M,2.68%
06/08/2020,55.19,55.19,55.63,55.11,2.53M,1.27%
06/04/2020,54.5,54.76,54.85,54.33,116.95K,-0.47%
06/03/2020,54.76,54.33,55.63,54.33,1.10M,1.13%
06/02/2020,54.15,54.76,54.76,53.89,513.15K,1.14%
06/01/2020,53.54,54.85,54.85,52.93,1.09M,-2.23%
05/29/2020,54.76,56.24,56.24,53.98,1.68M,-2.77%
05/28/2020,56.32,55.63,56.5,55.63,1.77M,1.24%
05/27/2020,55.63,55.63,56.59,52.59,1.26M,0.16%
05/26/2020,55.54,59.98,59.98,55.54,3.10M,-6.17%
05/22/2020,59.19,61.71,62.5,57.8,5.10M,-3.00%
05/21/2020,61.02,56.5,62.15,56.5,6.74M,13.04%
05/20/2020,53.98,51.28,55.63,51.28,3.95M,7.81%
05/19/2020,50.07,49.55,51.28,49.46,6.71M,2.69%
05/18/2020,48.76,48.5,49.63,48.5,3.57M,2.37%
05/15/2020,47.63,45.2,47.81,43.98,2.22M,9.37%
05/14/2020,43.55,49.55,50.85,43.46,67.25M,-9.55%
05/13/2020,48.15,49.55,51.28,47.81,3.28M,0.54%
05/12/2020,47.89,46.94,49.55,46.94,1.23M,0.17%
05/11/2020,47.81,47.81,47.81,46.94,23.74K,-8.48%
03/20/2020,52.24,58.24,58.24,51.8,1.62M,-16.64%
03/13/2020,62.67,64.32,64.32,60.84,1.27M,-3.87%
03/12/2020,65.19,67.54,67.54,64.32,1.00M,-3.85%
03/11/2020,67.8,67.62,69.45,67.36,377.50K,1.04%
03/10/2020,67.1,68.67,68.67,65.63,687.87K,-3.15%
03/06/2020,69.28,70.49,70.49,68.84,1.74M,-1.60%
03/05/2020,70.41,73.45,73.45,69.97,2.19M,-4.14%
03/04/2020,73.45,75.19,75.19,73.36,147.98K,-1.52%
03/03/2020,74.58,74.75,76.84,74.23,227.70K,-0.23%
03/02/2020,74.75,74.75,77.1,73.88,149.45K,0.58%
02/28/2020,74.32,75.62,75.62,74.14,1.57M,-2.29%
02/27/2020,76.06,76.49,76.93,75.71,61.65K,0.58%
02/26/2020,75.62,77.36,77.36,75.53,137.94K,-2.25%
02/25/2020,77.36,78.23,78.23,76.49,61.67K,-0.90%
02/24/2020,78.06,78.23,79.1,77.79,217.58K,-0.22%
02/20/2020,78.23,77.36,79.53,77.36,1.36M,0.12%
02/19/2020,78.14,76.84,79.1,76.49,87.16K,2.04%
02/18/2020,76.58,75.88,76.93,74.49,139.11K,3.04%
02/17/2020,74.32,74.75,75.19,74.23,383.11K,0.00%
02/14/2020,74.32,76.06,76.49,73.54,1.03M,-1.95%
02/13/2020,75.8,77.36,77.36,75.62,199.56K,-1.90%
02/12/2020,77.27,78.14,78.14,77.1,189.07K,-3.38%
02/11/2020,79.97,80.84,80.84,79.88,2.63M,-0.53%
02/10/2020,80.4,81.71,81.71,80.4,791.45K,0.32%
02/07/2020,80.14,80.84,80.84,79.97,1.06M,0.00%
02/06/2020,80.14,82.4,82.4,79.97,741.49K,-0.87%
02/05/2020,80.84,80.84,80.84,80.75,71.02K,0.65%
02/03/2020,80.32,80.84,82.58,80.05,280.33K,0.44%
01/31/2020,79.97,79.88,80.84,79.79,871.38K,0.00%
01/30/2020,79.97,80.4,80.58,79.88,1.47M,0.00%
01/29/2020,79.97,80.4,80.84,79.97,4.33M,-1.08%
01/28/2020,80.84,80.4,80.84,80.23,177.76K,0.00%
01/27/2020,80.84,81.71,81.71,80.58,88.79K,-0.53%
01/24/2020,81.27,81.53,82.05,79.97,1.82M,0.00%
01/23/2020,81.27,80.84,81.53,80.75,147.13K,1.63%
01/22/2020,79.97,80.75,81.27,79.97,4.41M,0.00%
01/21/2020,79.97,78.4,80.84,78.23,540.32K,2.22%
01/20/2020,78.23,79.1,79.1,77.79,148.93K,0.12%
01/17/2020,78.14,79.97,79.97,77.36,328.25K,-2.29%
01/16/2020,79.97,79.97,79.97,79.53,21.86K,0.23%
01/14/2020,79.79,80.75,80.75,79.01,28.32K,1.10%
01/13/2020,78.92,80.49,81.62,78.66,220.82K,-2.16%
01/09/2020,80.66,79.97,81.71,79.97,130.37K,0.86%
01/08/2020,79.97,81.71,81.71,79.97,76.48K,-1.91%
01/07/2020,81.53,82.14,82.14,81.45,10.71K,-0.22%
01/06/2020,81.71,82.58,82.58,81.71,60.65K,-1.05%
01/03/2020,82.58,82.66,82.66,82.4,131.62K,0.00%
01/02/2020,82.58,83.44,83.44,82.31,244.25K,0.00%
12/31/2019,82.58,84.31,84.31,82.31,155.07K,-0.94%
12/30/2019,83.36,84.75,84.75,83.27,321.12K,-1.13%
12/27/2019,84.31,84.31,85.62,84.23,59.71K,0.09%
12/26/2019,84.23,83.88,85.7,83.88,8.91K,0.95%
12/24/2019,83.44,83.53,83.88,83.36,240.03K,0.00%
12/23/2019,83.44,84.23,84.23,83.36,70.49K,-0.63%
12/20/2019,83.97,84.75,84.75,83.88,38.49K,-0.40%
12/19/2019,84.31,84.31,85.18,84.23,25.10K,0.00%
12/18/2019,84.31,84.75,84.75,84.05,42.14K,0.00%
12/17/2019,84.31,83.88,84.75,83.79,247.26K,0.51%
12/16/2019,83.88,85.01,85.01,83.71,235.64K,0.00%
12/13/2019,83.88,83.88,85.1,83.88,396.48K,0.11%
12/12/2019,83.79,85.1,85.1,83.53,1.56M,-1.03%
12/10/2019,84.66,84.31,84.75,84.05,40.65K,0.42%
12/09/2019,84.31,85.18,85.18,83.88,299.21K,-1.02%
12/06/2019,85.18,85.1,85.18,85.01,207.09K,0.09%
12/05/2019,85.1,85.62,85.62,85.01,228.40K,-0.09%
12/04/2019,85.18,86.49,86.49,85.18,725.51K,-1.01%
12/03/2019,86.05,86.05,86.49,85.96,452.14K,0.20%
12/02/2019,85.88,87.01,87.01,85.18,254.84K,-1.30%
11/29/2019,87.01,88.57,88.66,86.66,780.70K,-0.89%
11/28/2019,87.79,88.66,89.09,87.36,3.11M,1.00%
11/27/2019,86.92,87.01,87.36,86.49,34.76K,-0.40%
11/26/2019,87.27,87.62,87.96,87.01,120.25K,-0.30%
11/25/2019,87.53,88.66,88.66,87.44,41.73K,-0.59%
11/22/2019,88.05,89.53,89.53,87.96,134.22K,-0.19%
11/21/2019,88.22,88.83,89.53,87.96,654.15K,-0.69%
11/20/2019,88.83,89.96,89.96,87.79,538.51K,-1.26%
11/19/2019,89.96,89.35,90.4,89.35,1.49M,1.66%
11/18/2019,88.49,87.01,89.35,87.01,3.14M,2.84%
11/15/2019,86.05,86.05,86.14,85.7,1.11M,0.00%
11/14/2019,86.05,86.05,86.75,85.62,176.73K,0.41%
11/13/2019,85.7,86.05,86.83,85.62,866.09K,-0.21%
11/08/2019,85.88,85.01,86.05,84.83,29.91K,1.65%
11/07/2019,84.49,85.18,85.18,84.31,21.37K,-0.31%
11/06/2019,84.75,85.18,86.05,84.75,58.50K,-0.41%
11/05/2019,85.1,86.05,86.05,85.01,116.46K,-1.00%
11/04/2019,85.96,86.05,86.05,85.79,298.67K,0.92%
11/01/2019,85.18,84.31,86.05,84.23,2.38M,1.13%
10/31/2019,84.23,84.31,84.31,84.05,479.25K,-0.09%
10/30/2019,84.31,84.31,84.31,83.44,75.70K,-0.82%
10/29/2019,85.01,85.18,85.18,85.01,49.09K,-0.20%
10/28/2019,85.18,86.05,86.05,85.01,201.41K,-0.51%
10/25/2019,85.62,86.05,86.05,85.44,66.76K,0.41%
10/24/2019,85.27,86.05,86.05,85.18,166.54K,-0.91%
10/23/2019,86.05,86.83,86.83,85.88,49.18K,0.00%
10/22/2019,86.05,86.92,86.92,85.88,351.63K,0.00%
10/21/2019,86.05,86.49,86.49,85.88,163.49K,0.10%
10/18/2019,85.96,85.62,86.05,85.62,140.36K,0.09%
10/17/2019,85.88,85.53,86.05,82.58,409.30K,0.82%
10/16/2019,85.18,86.05,86.05,85.01,188.33K,0.00%
10/15/2019,85.18,86.92,86.92,85.01,484.94K,-1.01%
10/14/2019,86.05,86.92,86.92,85.96,905.22K,0.00%
10/11/2019,86.05,86.92,86.92,85.88,403.93K,-0.10%
10/10/2019,86.14,86.92,86.92,85.96,1.94M,0.10%
10/09/2019,86.05,86.92,87.79,85.96,2.26M,-0.90%
10/08/2019,86.83,86.92,86.92,86.05,15.19K,0.91%
10/07/2019,86.05,87.01,87.01,85.62,179.77K,-0.10%
10/04/2019,86.14,85.62,86.75,85.62,4.91K,0.71%
10/03/2019,85.53,85.18,86.83,84.75,25.39K,0.41%
10/02/2019,85.18,86.92,86.92,85.1,5.77K,0.00%
10/01/2019,85.18,85.62,85.62,85.1,82.11K,-0.11%
09/30/2019,85.27,86.92,86.92,85.18,4.26K,-0.91%
09/27/2019,86.05,86.92,90.4,85.62,70.76K,0.10%
09/26/2019,85.96,85.18,86.05,85.1,53.43K,0.92%
09/25/2019,85.18,85.36,86.92,85.18,11.60K,-0.11%
09/24/2019,85.27,86.14,86.49,85.18,13.15K,-1.31%
09/23/2019,86.4,86.92,86.92,86.31,5.13K,-0.60%
09/20/2019,86.92,86.75,88.57,86.66,203.70K,0.00%
09/19/2019,86.92,88.66,88.66,86.75,514.31K,-1.86%
09/18/2019,88.57,88.66,89.09,88.49,10.36K,-0.10%
09/17/2019,88.66,89.53,89.53,88.57,41.43K,-0.97%
09/16/2019,89.53,90.48,90.48,89.53,23.45K,-0.48%
09/12/2019,89.96,91.27,91.27,89.53,7.07K,0.98%
09/11/2019,89.09,89.44,89.53,89.09,48.62K,0.19%
09/10/2019,88.92,89.44,89.44,88.66,73.66K,-0.29%
09/09/2019,89.18,90.14,90.31,88.83,56.77K,-1.07%
09/06/2019,90.14,91.44,91.44,89.53,226.33K,-2.17%
09/05/2019,92.14,92.57,92.92,92.05,256.36K,-0.46%
09/04/2019,92.57,93.01,93.01,92.57,5.04K,-0.47%
09/03/2019,93.01,93.53,93.87,92.57,96.53K,-0.56%
09/02/2019,93.53,93.87,93.87,93.44,9.64K,-0.09%
08/30/2019,93.61,94.05,94.66,93.53,203.66K,-0.28%
08/29/2019,93.87,94.31,94.31,93.01,20.94K,0.92%
08/28/2019,93.01,93.01,93.09,92.57,11.25K,0.00%
08/27/2019,93.01,91.7,93.44,91.7,192.95K,0.94%
08/26/2019,92.14,93.01,93.79,91.44,47.63K,0.00%
08/23/2019,92.14,92.14,93.01,91.44,40.05K,0.20%
08/22/2019,91.96,92.66,93.01,91.35,49.93K,-1.13%
08/21/2019,93.01,93.35,94.57,92.83,149.69K,0.86%
08/20/2019,92.22,91.53,93.79,91.53,465.35K,0.95%
08/19/2019,91.35,92.66,92.66,91.27,38.85K,-0.86%
08/16/2019,92.14,93.01,93.87,91.88,15.05K,0.00%
08/15/2019,92.14,93.87,94.31,91.79,692.94K,-2.84%
08/13/2019,94.83,97.35,97.35,93.09,143.43K,1.11%
08/09/2019,93.79,91.27,97.79,91.27,308.74K,2.67%
08/08/2019,91.35,93.01,93.01,91.27,60.14K,-1.78%
08/07/2019,93.01,90.4,93.01,90.05,16.21K,2.89%
08/06/2019,90.4,91.27,91.27,89.88,9.60K,-1.14%
08/05/2019,91.44,92.14,93.87,91.27,8.01K,0.29%
08/02/2019,91.18,93.01,93.01,87.88,504.01K,-1.50%
08/01/2019,92.57,96.48,96.48,91.7,56.69K,-3.01%
07/31/2019,95.44,95.61,97.35,94.74,381.07K,-1.08%
07/30/2019,96.48,98.39,99.96,95.18,387.99K,-1.86%
07/29/2019,98.31,95.18,99.09,95.18,454.06K,3.39%
07/26/2019,95.09,95.18,95.18,94.57,513.06K,0.37%
07/25/2019,94.74,90.83,96.48,90.57,270.18K,4.91%
07/24/2019,90.31,88.66,90.57,88.22,83.43K,2.46%
07/23/2019,88.14,87.36,88.57,86.92,57.18K,1.00%
07/22/2019,87.27,88.66,88.66,86.92,309.81K,-0.89%
07/19/2019,88.05,86.05,89.09,86.05,37.86K,2.84%
07/18/2019,85.62,84.75,86.05,84.31,58.73K,1.45%
07/17/2019,84.4,82.75,85.01,81.88,365.84K,3.08%
07/15/2019,81.88,81.79,82.75,81.71,75.28K,0.32%
07/12/2019,81.62,82.4,83.36,80.84,3.62K,-0.52%
07/11/2019,82.05,82.4,82.4,80.75,60.00K,1.28%
07/10/2019,81.01,82.58,82.58,80.84,240.13K,-1.48%
07/09/2019,82.23,83.01,83.01,81.97,330.73K,-0.94%
07/08/2019,83.01,84.31,84.49,82.75,87.48K,-1.45%
07/05/2019,84.23,84.14,85.01,82.58,27.13K,1.36%
07/04/2019,83.1,82.4,83.88,82.14,12.18K,0.96%
07/03/2019,82.31,81.71,82.4,81.01,9.69K,0.41%
07/02/2019,81.97,80.84,83.88,80.84,21.93K,1.40%
07/01/2019,80.84,80.84,81.71,80.4,113.69K,1.20%
06/28/2019,79.88,80.84,80.84,79.79,893.44K,-0.11%
06/27/2019,79.97,80.23,80.84,79.97,26.17K,0.55%
06/26/2019,79.53,80.4,80.4,79.45,11.65K,0.10%
06/25/2019,79.45,79.97,79.97,79.45,6.00K,-0.65%
06/24/2019,79.97,80.66,80.66,79.27,28.82K,-0.65%
06/21/2019,80.49,81.27,81.62,80.4,13.86K,-0.96%
06/20/2019,81.27,81.45,81.71,81.18,45.51K,-0.11%
06/19/2019,81.36,82.14,82.14,81.27,68.63K,-0.43%
06/18/2019,81.71,82.4,82.4,81.27,1.84M,0.54%
06/17/2019,81.27,82.4,82.4,80.84,24.23K,0.43%
06/14/2019,80.92,80.84,81.71,80.84,8.87K,-0.22%
06/13/2019,81.1,82.49,82.49,80.84,23.94K,-1.47%
06/12/2019,82.31,81.88,82.4,81.62,8.89K,0.96%
06/11/2019,81.53,80.4,81.62,80.05,7.44K,1.73%
06/10/2019,80.14,79.27,80.84,79.1,4.64K,0.77%
06/07/2019,79.53,79.1,79.53,78.32,6.27K,1.66%
06/06/2019,78.23,77.79,79.1,77.79,148.07K,0.00%
06/04/2019,78.23,78.66,79.1,78.23,237.22K,-1.10%
06/03/2019,79.1,79.79,79.79,78.66,12.77K,-0.65%
05/31/2019,79.62,80.4,80.4,79.19,4.13K,-0.87%
05/30/2019,80.32,80.4,80.4,80.23,296.51K,0.34%
05/29/2019,80.05,81.71,85.18,79.97,8.78K,0.21%
05/28/2019,79.88,78.75,79.97,78.75,3.09K,1.55%
05/27/2019,78.66,79.1,79.1,78.66,80.07K,0.43%
05/24/2019,78.32,78.66,79.1,78.23,15.89K,-0.43%
05/23/2019,78.66,78.66,78.66,78.23,30.80K,0.55%
05/22/2019,78.23,78.23,79.1,78.23,67.42K,0.00%
05/21/2019,78.23,78.23,78.23,77.45,141.18K,1.12%
05/17/2019,77.36,77.79,77.79,77.01,59.01K,0.12%
05/16/2019,77.27,77.71,77.71,77.1,18.80K,-0.67%
05/15/2019,77.79,78.14,78.23,77.27,32.96K,-0.45%
05/14/2019,78.14,78.23,78.32,77.62,688.45K,-0.12%
05/13/2019,78.23,78.23,80.32,78.23,9.45K,0.00%
05/10/2019,78.23,79.97,79.97,78.14,208.53K,0.00%
05/09/2019,78.23,79.97,79.97,78.14,526.93K,-0.87%
05/08/2019,78.92,79.1,79.1,78.66,18.83K,-0.77%
05/07/2019,79.53,79.1,80.32,79.1,27.65K,-0.44%
05/06/2019,79.88,80.75,80.75,79.1,157.11K,-0.76%
05/03/2019,80.49,79.79,80.84,79.79,110.45K,1.09%
05/02/2019,79.62,79.71,80.84,79.53,19.22K,-0.44%
04/30/2019,79.97,79.97,80.66,78.84,277.18K,0.65%
04/29/2019,79.45,79.97,79.97,78.75,283.65K,-0.54%
04/26/2019,79.88,80.58,80.75,79.88,38.81K,-1.08%
04/25/2019,80.75,81.71,81.71,80.66,1.34M,-0.11%
04/24/2019,80.84,80.84,81.62,80.49,22.44K,0.22%
04/23/2019,80.66,82.58,82.58,78.23,53.45K,-3.24%
04/18/2019,83.36,84.31,84.31,83.18,20.24K,-1.13%
04/17/2019,84.31,84.31,84.31,83.97,7.30K,0.00%
04/16/2019,84.31,85.18,85.18,83.53,40.71K,-0.72%
04/12/2019,84.92,85.18,85.18,84.66,73.52K,-0.31%
04/11/2019,85.18,86.05,86.05,85.18,24.10K,-0.41%
04/10/2019,85.53,86.05,86.05,85.53,169.25K,-0.50%
04/09/2019,85.96,86.75,86.75,85.62,42.79K,-0.91%
04/08/2019,86.75,86.83,86.83,86.49,3.28K,-0.20%
04/05/2019,86.92,86.92,86.92,86.66,2.73K,0.00%
04/04/2019,86.92,88.66,88.66,86.14,235.34K,0.00%
04/03/2019,86.92,89.53,89.53,86.92,476.65K,0.40%
04/02/2019,86.57,88.57,89.53,86.49,3.03K,-0.21%
04/01/2019,86.75,89.53,89.53,86.05,1.01K,1.12%
03/29/2019,85.79,86.05,86.92,85.62,32.34K,1.82%
03/28/2019,84.26,84.43,85.37,84,215.13K,0.00%
03/27/2019,84.26,84.69,84.69,84.26,200.74K,-0.51%
03/26/2019,84.69,83.83,84.69,83.83,4.10K,0.62%
03/25/2019,84.17,85.54,85.54,83.83,251.32K,-0.31%
03/22/2019,84.43,85.54,85.54,83.83,16.18K,0.20%
03/21/2019,84.26,84.69,84.69,84.26,43.18K,-0.51%
03/19/2019,84.69,85.97,85.97,84.09,158.12K,-0.99%
03/18/2019,85.54,84.69,85.54,84.69,870.23K,1.00%
03/15/2019,84.69,84.26,85.54,84.26,241.57K,0.00%
03/14/2019,84.69,82.98,85.54,82.98,101.74K,2.06%
03/13/2019,82.98,85.54,85.54,82.98,290.05K,-2.99%
03/12/2019,85.54,85.11,85.63,85.11,17.27K,-0.60%
03/11/2019,86.06,87.42,87.42,85.11,189.76K,-1.36%
03/08/2019,87.25,88.71,88.71,86.83,655.58K,-1.73%
03/07/2019,88.79,88.11,89.82,88.11,1.62K,0.77%
03/06/2019,88.11,88.54,88.62,87.94,51.53K,0.00%
03/05/2019,88.11,88.54,88.54,87.94,72.08K,0.00%
03/01/2019,88.11,90.67,90.67,87.85,67.67K,-2.27%
02/28/2019,90.16,91.53,91.53,89.82,407.45K,-1.40%
02/27/2019,91.44,92.3,92.39,91.1,11.98K,-0.93%
02/26/2019,92.3,91.7,92.39,91.1,14.20K,1.80%
02/25/2019,90.67,92.21,92.21,89.82,134.06K,-1.04%